Age,Turnover,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
43,Yes,Non-Travel,939,Sales,20,1,Life Sciences,1,3099,4,Female,49.0,3,1,Human Resources,4,Single,31289.0,250312.0,4,Y,Yes,27.0,4.0,1,80,4,1,4.0,4.0,1,1,1,1
55,No,Travel_Frequently,1121,Sales,47,3,Other,1,7670,3,Male,41.0,4,2,Manufacturing Director,3,Divorced,1237.0,27214.0,3,Y,Yes,49.0,3.0,1,80,2,32,1.0,3.0,25,21,17,2
60,Yes,Travel_Rarely,1367,Research & Development,18,4,Marketing,1,7246,4,Female,49.0,2,5,Laboratory Technician,3,Married,13893.0,180609.0,4,Y,Yes,28.0,4.0,1,80,2,37,6.0,3.0,31,14,31,5
58,No,Non-Travel,643,Human Resources,34,1,Other,1,3362,3,Female,140.0,4,5,Sales Representative,1,Married,24099.0,144594.0,6,Y,No,40.0,3.0,2,80,4,11,5.0,3.0,7,5,5,2
37,Yes,Non-Travel,1122,Software,43,5,Technical Degree,1,370,1,Male,73.0,4,3,Sales Executive,1,Single,28593.0,571860.0,0,Y,No,38.0,4.0,1,80,3,24,5.0,3.0,4,2,2,2
51,No,Non-Travel,941,Software,7,3,Other,1,6010,4,Male,123.0,3,2,Human Resources,1,Divorced,41594.0,998256.0,3,Y,Yes,37.0,1.0,3,80,2,17,6.0,4.0,10,5,9,3
49,Yes,Travel_Frequently,319,Software,45,1,Marketing,1,6780,3,Male,145.0,3,3,Healthcare Representative,1,Single,24955.0,449190.0,8,Y,Yes,30.0,4.0,4,80,4,28,6.0,2.0,19,19,6,1
19,No,Travel_Rarely,1079,Human Resources,14,2,Life Sciences,1,4924,3,Male,31.0,2,2,Healthcare Representative,1,Divorced,32443.0,551531.0,6,Y,No,38.0,4.0,2,80,4,34,1.0,2.0,8,1,2,2
54,No,Travel_Rarely,144,Hardware,23,3,Technical Degree,1,5345,3,Male,134.0,4,3,Research Director,2,Married,8222.0,205550.0,7,Y,No,7.0,3.0,4,80,3,37,1.0,4.0,15,10,12,9
37,Yes,Travel_Rarely,905,Human Resources,27,2,Other,1,4749,2,Female,59.0,4,5,Sales Representative,1,Single,28437.0,454992.0,2,Y,Yes,24.0,4.0,4,80,2,23,5.0,4.0,10,7,8,10
47,No,Non-Travel,1246,Hardware,34,3,Life Sciences,1,5297,1,Female,147.0,4,4,Laboratory Technician,2,Divorced,45035.0,630490.0,4,Y,No,38.0,4.0,4,80,1,12,3.0,3.0,10,2,9,6
56,No,Non-Travel,105,Support,38,5,Other,1,21,1,Male,111.0,2,3,Manufacturing Director,4,Single,43600.0,959200.0,0,Y,No,9.0,1.0,1,80,3,29,2.0,1.0,22,5,20,7
34,No,Travel_Rarely,1132,Support,23,2,Other,1,4752,1,Male,103.0,1,1,Laboratory Technician,1,Divorced,14018.0,14018.0,1,Y,Yes,10.0,3.0,3,80,3,4,3.0,2.0,2,1,1,2
30,Yes,Travel_Rarely,499,Software,30,5,Medical,1,6096,1,Male,164.0,2,5,Research Scientist,4,Married,23856.0,262416.0,3,Y,No,0.0,3.0,3,80,3,10,5.0,1.0,1,1,1,1
44,Yes,Non-Travel,983,Human Resources,22,4,Technical Degree,1,4993,2,Female,119.0,1,5,Developer,4,Single,9271.0,101981.0,5,Y,No,30.0,4.0,1,80,4,35,4.0,3.0,23,1,7,1
47,Yes,Travel_Rarely,1143,Sales,11,3,Marketing,1,7944,2,Female,47.0,4,2,Research Director,4,Single,15687.0,188244.0,1,Y,No,11.0,2.0,2,80,3,12,4.0,4.0,4,2,1,2
32,Yes,Travel_Frequently,132,Support,16,5,Other,1,202,4,Female,84.0,3,2,Research Director,3,Single,46558.0,232790.0,3,Y,No,13.0,4.0,3,80,1,5,1.0,1.0,2,1,1,1
41,Yes,Non-Travel,611,Sales,2,1,Life Sciences,1,789,1,Male,117.0,3,2,Sales Executive,1,Single,25510.0,433670.0,1,Y,Yes,10.0,1.0,1,80,4,23,1.0,1.0,11,3,4,7
34,No,Travel_Frequently,177,Hardware,47,4,Other,1,2140,3,Female,127.0,1,4,Sales Executive,2,Single,12883.0,103064.0,1,Y,Yes,30.0,1.0,1,80,4,2,5.0,4.0,2,1,2,1
47,Yes,Non-Travel,1388,Sales,9,4,Technical Degree,1,3240,1,Female,53.0,2,5,Laboratory Technician,4,Divorced,42329.0,507948.0,2,Y,Yes,32.0,4.0,3,80,1,21,6.0,3.0,3,3,2,3
18,Yes,Travel_Frequently,408,Research & Development,15,5,Human Resources,1,8526,4,Female,35.0,4,1,Sales Executive,3,Married,30374.0,668228.0,5,Y,Yes,9.0,1.0,3,80,2,21,5.0,2.0,19,15,10,3
23,Yes,Travel_Frequently,834,Hardware,16,4,Other,1,3624,2,Female,51.0,1,5,Developer,3,Divorced,23780.0,523160.0,5,Y,Yes,6.0,3.0,4,80,3,19,3.0,2.0,7,7,4,5
47,No,Travel_Frequently,463,Hardware,45,5,Technical Degree,1,3155,3,Male,170.0,1,3,Manager,2,Married,18773.0,18773.0,7,Y,Yes,42.0,3.0,4,80,2,27,3.0,3.0,25,22,19,3
42,Yes,Travel_Frequently,820,Research & Development,9,4,Medical,1,3592,2,Male,97.0,3,3,Healthcare Representative,1,Divorced,16054.0,64216.0,5,Y,Yes,7.0,4.0,2,80,2,3,3.0,1.0,1,1,1,1
37,No,Non-Travel,209,Hardware,35,5,Other,1,1144,1,Female,172.0,3,2,Research Director,4,Married,32638.0,228466.0,0,Y,Yes,31.0,2.0,3,80,3,22,3.0,4.0,3,2,3,1
24,Yes,Travel_Frequently,1322,Research & Development,41,5,Medical,1,2658,4,Male,124.0,3,3,Manager,2,Single,29508.0,501636.0,4,Y,No,2.0,3.0,4,80,2,17,3.0,2.0,17,1,2,6
50,No,Travel_Rarely,666,Human Resources,39,5,Medical,1,9657,4,Male,46.0,1,1,Laboratory Technician,1,Single,45585.0,45585.0,5,Y,Yes,24.0,2.0,1,80,1,15,2.0,1.0,3,1,1,3
57,Yes,Travel_Frequently,632,Sales,3,3,Human Resources,1,8939,3,Female,45.0,1,1,Healthcare Representative,1,Married,46006.0,138018.0,8,Y,Yes,35.0,4.0,2,80,1,31,3.0,2.0,14,10,7,10
49,Yes,Travel_Rarely,436,Research & Development,17,5,Human Resources,1,8682,2,Male,173.0,3,5,Healthcare Representative,1,Divorced,19005.0,209055.0,1,Y,No,5.0,3.0,3,80,4,13,2.0,2.0,13,5,6,7
49,No,Non-Travel,566,Sales,4,4,Medical,1,813,4,Female,197.0,4,5,Developer,1,Married,13327.0,26654.0,6,Y,No,1.0,1.0,2,80,2,25,6.0,2.0,23,23,7,11
59,No,Non-Travel,156,Hardware,7,5,Medical,1,9949,1,Female,139.0,2,4,Sales Representative,2,Single,2085.0,60465.0,4,Y,Yes,46.0,2.0,2,80,3,31,5.0,2.0,26,2,5,8
47,Yes,Non-Travel,625,Sales,17,5,Medical,1,2404,3,Female,163.0,3,5,Research Scientist,3,Single,28651.0,601671.0,1,Y,No,0.0,2.0,4,80,2,12,4.0,3.0,7,4,7,2
28,Yes,Non-Travel,109,Research & Development,20,2,Technical Degree,1,5149,3,Female,76.0,3,2,Manager,3,Married,9392.0,103312.0,6,Y,Yes,3.0,1.0,2,80,3,29,1.0,3.0,21,7,2,18
40,Yes,Travel_Frequently,1063,Hardware,9,1,Other,1,1079,2,Female,114.0,1,2,Healthcare Representative,1,Married,35470.0,425640.0,1,Y,Yes,7.0,2.0,4,80,1,19,5.0,3.0,15,12,8,3
27,No,Travel_Frequently,843,Hardware,21,4,Life Sciences,1,4182,4,Male,89.0,1,2,Manufacturing Director,1,Single,15919.0,397975.0,0,Y,No,4.0,3.0,3,80,3,13,5.0,1.0,12,8,11,4
34,Yes,Non-Travel,1057,Sales,44,1,Medical,1,9008,3,Male,173.0,1,1,Developer,1,Divorced,43774.0,1138124.0,7,Y,No,48.0,1.0,3,80,3,20,5.0,4.0,6,4,5,3
44,Yes,Non-Travel,572,Sales,15,1,Marketing,1,7763,3,Female,76.0,4,1,Research Director,4,Divorced,7535.0,7535.0,6,Y,No,26.0,2.0,4,80,1,30,4.0,2.0,29,28,18,2
26,No,Travel_Frequently,930,Support,26,1,Other,1,1513,2,Female,141.0,4,3,Sales Representative,4,Divorced,14075.0,70375.0,3,Y,Yes,16.0,1.0,3,80,1,21,3.0,3.0,15,7,15,14
25,Yes,Non-Travel,111,Hardware,30,4,Life Sciences,1,2752,1,Female,38.0,1,3,Healthcare Representative,2,Married,25878.0,750462.0,3,Y,No,43.0,2.0,1,80,3,34,5.0,3.0,26,2,2,16
50,No,Non-Travel,494,Research & Development,27,4,Medical,1,6815,2,Male,40.0,1,2,Manager,1,Married,12841.0,179774.0,3,Y,No,0.0,2.0,4,80,4,3,3.0,1.0,1,1,1,1
23,No,Non-Travel,972,Research & Development,28,5,Medical,1,6963,1,Male,116.0,2,5,Manufacturing Director,3,Married,23669.0,189352.0,3,Y,Yes,17.0,4.0,2,80,1,18,5.0,1.0,11,1,4,2
33,Yes,Travel_Frequently,1255,Support,22,5,Other,1,709,4,Female,167.0,3,5,Developer,4,Divorced,45654.0,1187004.0,7,Y,No,28.0,1.0,4,80,2,16,2.0,4.0,9,4,2,8
26,Yes,Non-Travel,1285,Hardware,40,3,Other,1,171,4,Female,143.0,4,2,Laboratory Technician,2,Divorced,17754.0,408342.0,0,Y,Yes,29.0,4.0,1,80,3,12,6.0,3.0,5,1,5,4
41,No,Non-Travel,390,Research & Development,12,4,Technical Degree,1,6118,2,Female,187.0,2,5,Research Director,4,Divorced,43932.0,351456.0,3,Y,Yes,4.0,3.0,1,80,1,10,3.0,1.0,5,1,1,1
19,Yes,Travel_Frequently,283,Software,6,4,Marketing,1,1453,2,Female,92.0,2,5,Manager,1,Single,24445.0,342230.0,4,Y,Yes,7.0,1.0,3,80,2,24,5.0,2.0,17,5,4,4
46,Yes,Travel_Rarely,849,Software,30,3,Technical Degree,1,2502,3,Female,61.0,2,2,Sales Representative,2,Single,28088.0,561760.0,0,Y,Yes,32.0,2.0,1,80,4,37,2.0,3.0,26,11,24,18
42,No,Non-Travel,119,Sales,5,1,Other,1,5455,2,Male,188.0,4,2,Human Resources,2,Single,18463.0,184630.0,1,Y,Yes,19.0,1.0,2,80,2,19,5.0,4.0,1,1,1,1
48,No,Travel_Rarely,183,Hardware,16,2,Other,1,1926,3,Female,53.0,2,4,Research Director,4,Married,12201.0,195216.0,4,Y,Yes,11.0,4.0,1,80,4,14,3.0,1.0,1,1,1,1
55,Yes,Travel_Rarely,607,Support,13,1,Marketing,1,6098,2,Female,80.0,4,3,Research Director,2,Married,24755.0,74265.0,1,Y,Yes,12.0,2.0,3,80,1,30,4.0,2.0,24,9,23,13
59,No,Travel_Frequently,701,Software,43,1,Human Resources,1,7262,4,Male,71.0,2,5,Healthcare Representative,2,Single,27514.0,715364.0,2,Y,Yes,10.0,1.0,2,80,4,16,1.0,1.0,4,4,4,2
56,No,Non-Travel,453,Research & Development,11,5,Medical,1,568,1,Male,105.0,2,2,Sales Representative,1,Single,41187.0,782553.0,1,Y,Yes,8.0,2.0,1,80,1,14,3.0,4.0,3,3,3,3
34,No,Non-Travel,397,Sales,47,5,Human Resources,1,105,2,Female,179.0,1,5,Sales Representative,3,Divorced,23092.0,461840.0,6,Y,No,1.0,3.0,2,80,4,40,6.0,1.0,29,4,23,29
57,Yes,Non-Travel,632,Support,38,5,Life Sciences,1,7285,1,Male,106.0,3,4,Sales Representative,4,Divorced,16776.0,301968.0,4,Y,Yes,7.0,2.0,1,80,1,34,1.0,3.0,14,11,6,14
31,No,Non-Travel,1484,Human Resources,49,1,Marketing,1,7084,4,Female,67.0,1,4,Healthcare Representative,2,Married,24555.0,171885.0,3,Y,No,8.0,1.0,3,80,1,13,3.0,3.0,8,1,6,3
26,No,Travel_Rarely,236,Hardware,8,1,Technical Degree,1,5987,4,Female,76.0,4,5,Manager,1,Married,14614.0,365350.0,5,Y,No,2.0,4.0,4,80,4,9,4.0,4.0,5,2,4,5
53,No,Travel_Rarely,1327,Human Resources,43,1,Other,1,9547,1,Female,115.0,1,3,Healthcare Representative,2,Divorced,20249.0,323984.0,8,Y,Yes,29.0,3.0,3,80,3,13,1.0,1.0,11,11,11,2
22,Yes,Non-Travel,724,Research & Development,15,3,Marketing,1,8962,2,Female,171.0,2,5,Manufacturing Director,2,Married,12594.0,239286.0,0,Y,No,13.0,3.0,3,80,1,38,5.0,1.0,13,9,3,11
57,No,Non-Travel,1190,Support,37,5,Other,1,3941,4,Male,109.0,2,2,Laboratory Technician,4,Married,19997.0,19997.0,3,Y,No,1.0,2.0,3,80,4,20,2.0,3.0,3,2,1,3
53,No,Travel_Rarely,983,Research & Development,29,2,Other,1,2788,3,Female,98.0,4,1,Sales Executive,1,Married,24854.0,223686.0,3,Y,Yes,44.0,2.0,4,80,3,2,6.0,3.0,2,2,2,1
51,Yes,Travel_Frequently,430,Human Resources,34,3,Marketing,1,2246,1,Male,190.0,2,3,Manager,2,Single,23273.0,395641.0,2,Y,No,32.0,1.0,4,80,3,30,6.0,1.0,25,20,9,12
26,Yes,Non-Travel,1175,Support,5,2,Medical,1,8979,2,Female,84.0,2,1,Developer,2,Divorced,41768.0,1127736.0,3,Y,No,34.0,3.0,4,80,2,30,1.0,1.0,14,13,5,14
28,No,Travel_Rarely,483,Software,22,2,Technical Degree,1,8744,3,Male,138.0,4,3,Research Scientist,4,Divorced,35044.0,806012.0,4,Y,No,5.0,2.0,3,80,1,2,3.0,2.0,1,1,1,1
21,Yes,Travel_Frequently,1427,Research & Development,27,4,Technical Degree,1,1956,2,Male,109.0,1,3,Manufacturing Director,1,Single,48813.0,878634.0,2,Y,Yes,48.0,4.0,4,80,1,38,1.0,3.0,25,23,7,6
56,No,Travel_Rarely,1217,Software,17,1,Human Resources,1,1394,3,Male,81.0,3,2,Research Scientist,3,Married,5616.0,84240.0,2,Y,Yes,14.0,3.0,2,80,1,4,5.0,3.0,4,1,2,1
34,No,Travel_Frequently,1461,Software,43,4,Medical,1,3764,1,Male,185.0,2,4,Research Director,2,Divorced,33915.0,813960.0,6,Y,No,9.0,2.0,2,80,2,25,6.0,2.0,11,1,7,3
53,Yes,Non-Travel,299,Sales,7,5,Technical Degree,1,4908,1,Male,79.0,3,5,Human Resources,3,Single,30909.0,556362.0,8,Y,No,30.0,1.0,2,80,2,17,1.0,3.0,3,2,2,2
40,No,Travel_Rarely,1368,Human Resources,45,4,Life Sciences,1,8253,3,Male,196.0,2,3,Manager,4,Married,33130.0,298170.0,7,Y,Yes,4.0,3.0,1,80,1,17,2.0,1.0,12,6,12,8
49,No,Non-Travel,348,Human Resources,1,1,Medical,1,418,2,Male,180.0,1,2,Healthcare Representative,3,Married,41403.0,1117881.0,3,Y,No,33.0,1.0,3,80,2,19,4.0,2.0,13,11,7,4
43,Yes,Travel_Frequently,1003,Human Resources,16,4,Life Sciences,1,4547,2,Female,109.0,4,4,Sales Executive,3,Single,29625.0,681375.0,3,Y,Yes,36.0,1.0,2,80,1,36,5.0,1.0,6,1,6,5
53,No,Non-Travel,1084,Research & Development,48,4,Technical Degree,1,2794,4,Male,34.0,2,2,Sales Executive,2,Divorced,41038.0,41038.0,1,Y,No,24.0,2.0,3,80,2,34,2.0,2.0,12,3,6,1
51,No,Non-Travel,639,Research & Development,37,2,Other,1,3565,1,Male,58.0,3,2,Research Scientist,2,Married,47493.0,807381.0,6,Y,No,29.0,3.0,1,80,4,32,3.0,4.0,21,1,2,1
38,No,Non-Travel,1205,Support,5,2,Marketing,1,9259,4,Male,52.0,1,3,Manager,3,Married,36244.0,471172.0,5,Y,No,16.0,3.0,2,80,2,2,5.0,1.0,2,2,1,2
60,No,Non-Travel,610,Support,4,1,Marketing,1,4643,1,Female,151.0,1,2,Human Resources,1,Single,20297.0,121782.0,4,Y,Yes,29.0,1.0,3,80,2,1,3.0,2.0,1,1,1,1
20,No,Travel_Rarely,497,Research & Development,4,1,Other,1,5596,4,Male,32.0,1,4,Sales Executive,3,Divorced,23249.0,46498.0,4,Y,No,33.0,2.0,3,80,2,32,1.0,3.0,5,4,2,1
45,No,Travel_Rarely,1237,Human Resources,22,1,Life Sciences,1,2013,4,Female,163.0,4,2,Healthcare Representative,3,Married,44965.0,404685.0,6,Y,Yes,42.0,2.0,2,80,2,12,4.0,3.0,7,3,7,4
45,No,Non-Travel,665,Sales,2,1,Medical,1,2139,1,Female,104.0,2,4,Developer,4,Married,30341.0,758525.0,2,Y,Yes,37.0,4.0,1,80,3,21,4.0,1.0,20,5,17,13
48,No,Travel_Rarely,946,Research & Development,40,3,Other,1,9431,3,Male,93.0,3,3,Human Resources,3,Divorced,20376.0,326016.0,1,Y,Yes,13.0,3.0,4,80,3,30,2.0,3.0,9,2,7,8
40,No,Non-Travel,429,Sales,10,3,Life Sciences,1,6395,4,Male,168.0,2,5,Healthcare Representative,3,Married,11104.0,288704.0,5,Y,Yes,14.0,4.0,3,80,2,18,6.0,1.0,17,16,17,15
45,Yes,Non-Travel,411,Hardware,39,2,Other,1,6969,2,Male,174.0,4,4,Manufacturing Director,4,Married,20393.0,142751.0,7,Y,No,28.0,2.0,1,80,1,20,6.0,3.0,6,3,5,4
18,No,Non-Travel,1451,Hardware,18,3,Medical,1,1025,1,Male,109.0,2,1,Laboratory Technician,1,Married,13432.0,80592.0,7,Y,No,3.0,2.0,3,80,2,11,2.0,1.0,11,8,9,10
21,No,Travel_Frequently,708,Hardware,30,2,Marketing,1,8593,4,Male,119.0,4,5,Research Director,2,Married,49002.0,735030.0,4,Y,Yes,22.0,1.0,1,80,4,25,2.0,2.0,18,3,2,7
28,No,Non-Travel,829,Human Resources,46,2,Other,1,2180,4,Male,125.0,4,3,Sales Executive,4,Divorced,22051.0,352816.0,4,Y,No,48.0,3.0,2,80,1,10,6.0,3.0,6,4,1,5
53,Yes,Travel_Rarely,1439,Support,15,5,Human Resources,1,4516,1,Female,125.0,4,4,Manufacturing Director,3,Divorced,31569.0,915501.0,0,Y,No,45.0,4.0,1,80,2,38,3.0,3.0,12,3,7,12
49,Yes,Non-Travel,854,Sales,34,1,Life Sciences,1,3906,4,Male,94.0,2,4,Developer,2,Married,4447.0,62258.0,5,Y,Yes,18.0,4.0,2,80,3,40,3.0,2.0,30,24,1,5
25,Yes,Travel_Frequently,303,Sales,21,5,Human Resources,1,5209,2,Female,193.0,3,4,Sales Executive,3,Single,41199.0,659184.0,2,Y,No,44.0,3.0,3,80,3,24,4.0,3.0,21,18,20,8
33,No,Travel_Frequently,1198,Human Resources,10,4,Technical Degree,1,6275,2,Male,151.0,2,5,Human Resources,4,Married,23153.0,625131.0,6,Y,No,40.0,4.0,4,80,2,9,1.0,4.0,6,5,1,3
40,No,Non-Travel,761,Hardware,48,1,Life Sciences,1,4988,4,Female,61.0,2,3,Sales Executive,1,Married,16024.0,480720.0,1,Y,Yes,16.0,2.0,4,80,4,10,5.0,1.0,9,9,2,6
18,Yes,Travel_Rarely,1186,Research & Development,7,1,Technical Degree,1,6992,3,Female,91.0,4,3,Sales Representative,2,Married,10932.0,21864.0,3,Y,Yes,48.0,1.0,1,80,4,8,1.0,2.0,4,1,1,4
36,Yes,Non-Travel,554,Support,31,3,Technical Degree,1,8761,2,Female,97.0,2,4,Manufacturing Director,4,Divorced,43242.0,86484.0,7,Y,Yes,32.0,3.0,4,80,2,36,2.0,1.0,11,5,9,2
19,No,Travel_Frequently,320,Research & Development,5,1,Marketing,1,3119,4,Male,99.0,1,2,Research Scientist,2,Married,14895.0,119160.0,2,Y,Yes,15.0,4.0,3,80,3,34,3.0,3.0,21,4,3,14
41,No,Travel_Frequently,1137,Hardware,3,3,Marketing,1,4818,2,Female,140.0,3,2,Human Resources,2,Single,19980.0,499500.0,5,Y,Yes,28.0,1.0,2,80,1,10,6.0,2.0,1,1,1,1
35,Yes,Travel_Frequently,1058,Hardware,43,5,Marketing,1,9827,2,Female,151.0,1,3,Laboratory Technician,1,Married,27857.0,417855.0,2,Y,No,28.0,4.0,2,80,4,40,2.0,1.0,37,27,16,11
27,No,Travel_Rarely,956,Software,27,2,Life Sciences,1,1764,4,Female,52.0,1,2,Healthcare Representative,4,Divorced,6595.0,85735.0,6,Y,No,28.0,2.0,3,80,1,26,2.0,3.0,1,1,1,1
19,No,Travel_Frequently,278,Hardware,33,4,Medical,1,436,4,Male,162.0,3,1,Healthcare Representative,2,Married,27064.0,135320.0,6,Y,Yes,7.0,3.0,4,80,4,33,5.0,3.0,29,25,12,28
43,No,Non-Travel,504,Support,37,2,Other,1,6581,3,Male,148.0,3,1,Research Director,2,Married,44719.0,536628.0,6,Y,No,10.0,3.0,4,80,4,26,3.0,4.0,12,4,9,2
26,Yes,Travel_Rarely,795,Software,34,2,Life Sciences,1,892,1,Male,31.0,1,3,Manager,3,Divorced,21505.0,602140.0,6,Y,Yes,10.0,4.0,1,80,4,18,2.0,3.0,15,13,4,3
57,No,Non-Travel,1383,Research & Development,44,3,Marketing,1,7665,4,Male,192.0,1,5,Sales Representative,2,Married,47599.0,47599.0,5,Y,No,35.0,4.0,1,80,3,38,4.0,4.0,35,14,35,31
56,Yes,Non-Travel,1187,Research & Development,4,5,Technical Degree,1,6062,2,Male,59.0,2,2,Laboratory Technician,2,Married,42994.0,902874.0,4,Y,No,48.0,3.0,2,80,4,14,1.0,4.0,10,7,7,1
22,Yes,Travel_Frequently,1457,Human Resources,44,5,Human Resources,1,8651,1,Male,128.0,2,2,Developer,2,Single,31960.0,511360.0,6,Y,Yes,39.0,3.0,3,80,2,18,1.0,2.0,12,12,8,3
36,Yes,Non-Travel,526,Hardware,49,2,Other,1,9313,3,Female,94.0,3,4,Healthcare Representative,4,Divorced,18563.0,74252.0,2,Y,No,9.0,2.0,1,80,3,19,4.0,3.0,12,5,4,12
24,No,Travel_Rarely,568,Human Resources,38,3,Medical,1,6148,4,Female,171.0,3,2,Research Director,3,Married,12384.0,272448.0,8,Y,No,48.0,4.0,3,80,1,39,4.0,4.0,17,12,7,10
21,No,Travel_Frequently,216,Support,22,3,Human Resources,1,1635,1,Female,160.0,2,5,Healthcare Representative,1,Divorced,25440.0,101760.0,7,Y,No,32.0,1.0,1,80,1,34,2.0,4.0,6,3,4,2
48,No,Non-Travel,994,Software,30,4,Other,1,5342,1,Female,37.0,1,4,Manufacturing Director,2,Divorced,12582.0,125820.0,2,Y,Yes,5.0,2.0,4,80,3,5,1.0,4.0,4,4,1,1
57,Yes,Travel_Rarely,930,Hardware,41,4,Medical,1,4820,3,Male,89.0,3,1,Manager,3,Single,4148.0,37332.0,0,Y,Yes,27.0,2.0,2,80,1,21,2.0,1.0,9,5,9,7
46,No,Non-Travel,1339,Support,38,2,Marketing,1,3538,3,Male,128.0,2,1,Healthcare Representative,2,Divorced,37861.0,227166.0,1,Y,No,30.0,3.0,2,80,2,29,2.0,4.0,2,1,1,1
32,Yes,Non-Travel,1182,Human Resources,24,2,Marketing,1,534,2,Male,191.0,1,1,Healthcare Representative,3,Single,40434.0,889548.0,2,Y,No,44.0,4.0,3,80,4,34,1.0,3.0,18,15,3,11
44,No,Travel_Rarely,639,Human Resources,41,5,Other,1,4703,1,Male,182.0,2,1,Manager,4,Married,6972.0,139440.0,1,Y,Yes,13.0,3.0,3,80,4,38,5.0,1.0,13,5,12,11
53,No,Travel_Rarely,1099,Human Resources,22,1,Medical,1,2262,1,Female,109.0,4,3,Developer,2,Married,43309.0,649635.0,1,Y,Yes,28.0,4.0,3,80,2,21,1.0,2.0,12,1,3,9
35,No,Travel_Rarely,248,Human Resources,34,2,Life Sciences,1,9474,4,Female,64.0,2,3,Manufacturing Director,2,Single,11750.0,317250.0,5,Y,Yes,13.0,1.0,2,80,2,39,6.0,4.0,4,2,3,2
32,No,Non-Travel,631,Research & Development,29,4,Human Resources,1,6986,4,Female,79.0,2,3,Manufacturing Director,1,Married,24745.0,445410.0,5,Y,No,45.0,4.0,1,80,4,32,1.0,4.0,25,22,15,14
21,No,Travel_Rarely,1274,Support,26,2,Technical Degree,1,7426,1,Male,128.0,2,1,Research Director,4,Single,8875.0,53250.0,3,Y,Yes,5.0,4.0,1,80,4,30,1.0,1.0,20,1,7,2
58,Yes,Travel_Rarely,957,Sales,26,2,Technical Degree,1,4500,1,Male,118.0,1,4,Manager,4,Married,20646.0,474858.0,2,Y,No,46.0,2.0,2,80,4,11,4.0,2.0,10,8,1,1
40,No,Non-Travel,1226,Support,22,3,Human Resources,1,8778,4,Male,188.0,2,5,Research Scientist,3,Divorced,50576.0,505760.0,6,Y,No,3.0,4.0,3,80,2,38,3.0,3.0,4,3,2,4
55,Yes,Travel_Frequently,1284,Support,39,5,Human Resources,1,2454,4,Female,74.0,2,5,Sales Executive,3,Divorced,38729.0,619664.0,6,Y,No,1.0,4.0,4,80,3,34,6.0,1.0,9,1,7,5
36,Yes,Non-Travel,808,Research & Development,23,2,Life Sciences,1,4932,1,Female,115.0,3,4,Healthcare Representative,4,Divorced,37332.0,149328.0,0,Y,Yes,30.0,3.0,3,80,4,29,1.0,4.0,22,7,17,11
28,No,Non-Travel,952,Human Resources,3,1,Human Resources,1,5681,1,Male,133.0,1,1,Manager,2,Married,32358.0,226506.0,1,Y,No,19.0,3.0,3,80,2,8,1.0,4.0,7,2,6,2
29,No,Travel_Rarely,1251,Human Resources,33,2,Human Resources,1,3692,4,Male,198.0,1,4,Human Resources,1,Single,48711.0,48711.0,0,Y,No,9.0,4.0,4,80,1,12,6.0,1.0,6,2,3,1
56,No,Travel_Frequently,476,Sales,26,3,Other,1,4411,1,Male,132.0,3,5,Research Director,2,Divorced,50551.0,505510.0,6,Y,Yes,9.0,4.0,1,80,4,9,2.0,4.0,2,1,2,1
40,No,Non-Travel,190,Support,33,1,Life Sciences,1,9099,1,Male,164.0,4,1,Developer,2,Divorced,45806.0,1190956.0,3,Y,No,30.0,4.0,4,80,1,28,4.0,1.0,8,4,5,8
38,No,Travel_Rarely,765,Software,24,2,Human Resources,1,6712,3,Female,46.0,4,3,Research Director,4,Single,42439.0,212195.0,5,Y,No,35.0,2.0,1,80,4,21,4.0,4.0,6,3,4,6
53,Yes,Travel_Frequently,371,Support,47,1,Technical Degree,1,8059,3,Female,195.0,4,2,Manager,1,Married,33946.0,678920.0,5,Y,No,44.0,3.0,4,80,1,39,2.0,1.0,31,11,12,19
48,Yes,Non-Travel,964,Human Resources,5,5,Human Resources,1,93,1,Male,116.0,4,1,Research Scientist,4,Divorced,8757.0,218925.0,1,Y,No,45.0,2.0,4,80,2,21,1.0,1.0,8,2,6,1
58,No,Travel_Rarely,457,Support,50,3,Marketing,1,8838,2,Female,45.0,2,2,Healthcare Representative,3,Single,47087.0,235435.0,5,Y,Yes,40.0,1.0,2,80,1,6,2.0,1.0,5,5,2,4
46,Yes,Non-Travel,444,Support,21,2,Human Resources,1,1149,4,Male,175.0,4,2,Research Scientist,3,Married,25225.0,252250.0,1,Y,Yes,31.0,4.0,1,80,3,14,6.0,4.0,5,4,2,3
41,Yes,Travel_Rarely,1139,Human Resources,33,2,Technical Degree,1,337,1,Female,111.0,4,2,Healthcare Representative,2,Divorced,14518.0,391986.0,2,Y,No,36.0,2.0,2,80,3,17,3.0,4.0,1,1,1,1
